T|TIATS|202210|A|12|21|91|13112|0|13112|0|13112|0|0|0|0|0.0916|0.0785|12612|0.0268|0.0|500|0.0|0|0.0000|0.0|
T|TIATS|202210|A|12|22|17|9900|0|9900|0|9900|0|0|0|0|0.0751|0.0807|9293|0.0296|0.0|607|0.0|0|0.0000|0.0|
T|TIATS|202210|A|13|21|58|6100|6100|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|A|14|21|6|600|600|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|A|15|21|6|600|600|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|12|21|2230|378490|19183|359307|0|359307|0|0|0|0|-0.0417|0.0186|199271|0.0120|0.0|160036|0.0|0|0.0000|0.0|
T|TIATS|202210|AA|12|22|318|261742|7528|254214|0|254214|0|0|0|0|-0.0222|0.0262|69498|0.0115|0.0|184716|0.0|0|0.0000|0.0|
T|TIATS|202210|AA|12|23|42|85800|3700|82100|0|82100|0|0|0|0|0.1425|0.0286|4453|0.0100|0.0|77647|0.0|0|0.0000|0.0|
T|TIATS|202210|AA|12|24|1|5116|0|5116|0|5116|0|0|0|0|0.2100|0.0100|0|0.0000|0.0|5116|0.0|0|0.0000|0.0|
T|TIATS|202210|AA|13|21|422|68048|33351|34697|0|34697|0|0|0|0|-0.1138||||||||||
T|TIATS|202210|AA|13|22|20|17788|12591|5197|0|5197|0|0|0|0|0.1874||||||||||
T|TIATS|202210|AA|13|23|3|6000|6000|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|13|24|1|5000|5000|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|14|21|222|29304|28804|500|0|500|0|0|0|0|0.3060||||||||||
T|TIATS|202210|AA|14|22|1|500|500|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|14|23|1|2000|2000|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|15|21|31|4000|4000|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AA|15|22|1|500|500|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202210|AAAU|12|21|3|300|0|300|0|300|0|0|0|0|0.0133|0.0000|300|0.0050|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202210|AAAU|12|22|2|1600|0|1600|0|1600|0|0|0|0|0.0250|0.0000|1600|0.0050|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202210|AAC|12|21|3|300|100|200|0|200|0|0|0|0|0.0050|0.0050|100|0.0050|0.0|100|0.0|0|0.0000|0.0|
T|TIATS|202210|AACG|12|21|11|1950|0|1950|0|1950|0|0|0|0|-0.0269|0.0203|350|0.0100|0.0|1600|0.0|0|0.0000|0.0|
T|TIATS|202210|AACG|12|22|1|500|0|500|0|500|0|0|0|0|-0.0200|0.0700|500|0.0100|0.0|0|0.0|0|0.0000|0.0|
