T|TIATS|202202|A|12|21|70|12291|200|12091|0|12091|0|0|0|0|0.1149|0.0911|11291|0.0237|0.0|800|0.0|0|0.0000|0.0|
T|TIATS|202202|A|12|22|11|7300|0|7300|0|7300|0|0|0|0|-0.3658|0.0915|7200|0.0331|0.0|100|0.0|0|0.0000|0.0|
T|TIATS|202202|A|13|21|2|200|100|100|0|100|0|0|0|0|0.2300||||||||||
T|TIATS|202202|AA|12|21|3229|424090|11235|412855|0|412855|0|0|0|0|0.0149|0.0321|293256|0.0126|0.0|119599|0.0|0|0.0000|0.0|
T|TIATS|202202|AA|12|22|154|125720|500|125220|0|125220|0|0|0|0|0.0086|0.0429|75363|0.0125|0.0|49857|0.0|0|0.0000|0.0|
T|TIATS|202202|AA|12|23|29|58000|0|58000|0|58000|0|0|0|0|-0.1772|0.0441|12000|0.0150|0.0|46000|0.0|0|0.0000|0.0|
T|TIATS|202202|AA|13|21|74|9725|4965|4760|0|4760|0|0|0|0|-0.0162||||||||||
T|TIATS|202202|AA|13|22|9|7710|5642|2068|0|2068|0|0|0|0|0.6054||||||||||
T|TIATS|202202|AA|13|23|4|9000|8161|839|0|839|0|0|0|0|-0.3221||||||||||
T|TIATS|202202|AA|13|24|1|5000|4907|93|0|93|0|0|0|0|-0.9300||||||||||
T|TIATS|202202|AA|14|21|11|1547|1100|447|0|447|0|0|0|0|0.1667||||||||||
T|TIATS|202202|AA|15|21|4|400|400|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|202202|AAAU|12|21|8|1580|0|1580|0|1580|0|0|0|0|0.0125|0.0006|1480|0.0050|0.0|100|0.0|0|0.0000|0.0|
T|TIATS|202202|AAAU|12|22|2|1800|0|1800|0|1800|0|0|0|0|-0.0333|0.0000|1800|0.0050|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202202|AAAU|12|23|2|5400|0|5400|0|5400|0|0|0|0|0.0289|0.0037|3400|0.0050|0.0|2000|0.0|0|0.0000|0.0|
T|TIATS|202202|AAAU|12|24|1|9000|0|9000|0|9000|0|0|0|0|0.0000|0.0000|9000|0.0050|0.1|0|0.0|0|0.0000|0.0|
T|TIATS|202202|AAC|12|21|3|300|0|300|0|300|0|0|0|0|0.0067|0.0067|100|0.0050|0.0|200|0.0|0|0.0000|0.0|
T|TIATS|202202|AAC|12|22|2|1100|500|600|0|600|0|0|0|0|0.0100|0.0100|0|0.0000|0.0|600|0.0|0|0.0000|0.0|
T|TIATS|202202|AAC U|12|21|4|758|0|758|0|758|0|0|0|0|0.0174|0.0221|358|0.0100|0.0|400|0.0|0|0.0000|0.0|
T|TIATS|202202|AAC U|12|22|4|2400|0|2400|0|2400|0|0|0|0|0.0200|0.0225|0|0.0000|0.0|2400|0.0|0|0.0000|0.0|
T|TIATS|202202|AACG|12|21|7|1001|0|1001|0|1001|0|0|0|0|0.0005|0.0195|450|0.0100|0.0|551|0.0|0|0.0000|0.0|
T|TIATS|202202|AADI|12|22|1|1431|0|1431|0|1431|0|0|0|0|-0.1000|0.0500|1431|0.0600|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202202|AADR|12|21|1|200|0|200|0|200|0|0|0|0|-0.0300|0.1400|200|0.0500|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202202|AAIC|12|21|7|900|100|800|0|800|0|0|0|0|-0.0075|0.0100|0|0.0000|0.0|800|0.0|0|0.0000|0.0|
T|TIATS|202202|AAIC|12|22|4|2200|0|2200|0|2200|0|0|0|0|0.0100|0.0100|0|0.0000|0.0|2200|0.0|0|0.0000|0.0|
T|TIATS|202202|AAIC PRC|12|21|5|700|0|700|0|700|0|0|0|0|0.4014|0.2914|700|0.0843|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|202202|AAL|12|21|2756|488756|11542|477214|0|477214|0|0|0|0|-0.0033|0.0036|303371|0.0050|0.0|173843|0.0|0|0.0000|0.0|
