T|TIATS|201904|A|12|21|214|32291|700|31591|0|31591|0|0|0|0|0.0606|0.0301|28845|0.0095|0.0|2746|0.0|0|0.0000|0.0|
T|TIATS|201904|A|12|22|11|7500|0|7500|0|7500|0|0|0|0|-0.0423|0.0248|7500|0.0098|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|A|13|21|2|200|100|100|0|100|0|0|0|0|-0.1500||||||||||
T|TIATS|201904|A|14|21|3|300|200|100|0|100|0|0|0|0|0.0900||||||||||
T|TIATS|201904|AA|12|21|345|48687|500|48187|0|48187|0|0|0|0|0.0073|0.0131|43637|0.0023|0.0|4550|0.0|0|0.0000|0.0|
T|TIATS|201904|AA|12|22|45|30325|1000|29325|0|29325|0|0|0|0|-0.1275|0.0144|25525|0.0047|0.0|3800|0.0|0|0.0000|0.0|
T|TIATS|201904|AA|12|23|1|2000|0|2000|0|2000|0|0|0|0|-0.6400|0.0700|2000|0.0100|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AA|13|21|1|100|100|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|201904|AA|14|21|5|590|300|290|0|290|0|0|0|0|-0.1466||||||||||
T|TIATS|201904|AA|14|22|1|500|0|500|0|500|0|0|0|0|-0.6400||||||||||
T|TIATS|201904|AABA|12|21|294|46165|1300|44865|0|44865|0|0|0|0|0.0247|0.0096|35733|0.0018|0.0|9132|0.0|0|0.0000|0.0|
T|TIATS|201904|AABA|12|22|27|24901|700|24201|0|24201|0|0|0|0|0.0988|0.0088|15447|0.0015|0.0|8754|0.0|0|0.0000|0.0|
T|TIATS|201904|AABA|12|23|5|10000|2000|8000|0|8000|0|0|0|0|-0.0773|0.0077|6000|0.0015|0.0|2000|0.0|0|0.0000|0.0|
T|TIATS|201904|AABA|14|21|6|1300|1000|300|0|300|0|0|0|0|0.0300||||||||||
T|TIATS|201904|AAC|12|21|33|6003|300|5703|0|5703|0|0|0|0|0.0231|0.0111|4619|0.0028|0.0|1084|0.0|0|0.0000|0.0|
T|TIATS|201904|AAC|12|22|10|6466|0|6466|0|6466|0|0|0|0|-0.0167|0.0116|6466|0.0039|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AAC|12|23|1|3600|0|3600|0|3600|0|0|0|0|0.0396|0.0196|3600|0.0002|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AAC|12|24|1|5181|0|5181|0|5181|0|0|0|0|-0.1300|0.0100|5181|0.0100|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AAC|13|21|1|100|100|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|201904|AAC|14|21|2|400|200|200|0|200|0|0|0|0|0.0600||||||||||
T|TIATS|201904|AADR|12|21|2|450|0|450|0|450|0|0|0|0|0.0251|0.0684|300|0.0062|0.0|150|0.0|0|0.0000|0.0|
T|TIATS|201904|AADR|14|21|1|150|0|150|0|150|0|0|0|0|0.1000||||||||||
T|TIATS|201904|AAL|12|21|1094|168948|3788|165160|0|165160|0|0|0|0|0.0035|0.0104|148899|0.0023|0.0|16261|0.0|0|0.0000|0.0|
T|TIATS|201904|AAL|12|22|184|148110|2770|145340|0|145340|0|0|0|0|-0.0038|0.0120|135422|0.0024|0.0|9918|0.0|0|0.0000|0.0|
T|TIATS|201904|AAL|12|23|28|56900|0|56900|0|56900|0|0|0|0|-0.0297|0.0091|40900|0.0047|0.0|16000|0.0|0|0.0000|0.0|
T|TIATS|201904|AAL|12|24|1|5900|0|5900|0|5900|0|0|0|0|0.1700|0.0100|0|0.0000|0.0|5900|0.0|0|0.0000|0.0|
T|TIATS|201904|AAL|13|21|1|100|100|0|0|0|0|0|0|0|0.0000||||||||||
T|TIATS|201904|AAL|14|21|7|1117|500|617|0|617|0|0|0|0|0.0148||||||||||
T|TIATS|201904|AAL|14|24|1|5900|0|5900|0|5900|0|0|0|0|-0.1700||||||||||
T|TIATS|201904|AAME|12|21|1|200|0|200|0|200|0|0|0|0|0.0546|0.0346|200|0.0077|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AAN|12|21|84|17415|0|17415|0|17415|0|0|0|0|0.1568|0.0789|16596|0.0224|0.0|819|0.0|0|0.0000|0.0|
T|TIATS|201904|AAN|12|22|12|9690|0|9690|0|9690|0|0|0|0|-0.1214|0.0584|9690|0.0230|0.0|0|0.0|0|0.0000|0.0|
T|TIATS|201904|AAOI|12|21|120|17746|200|17546|0|17546|0|0|0|0|0.0178|0.0202|14116|0.0058|0.0|3430|0.0|0|0.0000|0.0|
