Date             AED       AUD       BGN       BRL       CAD       CHF       CNH       CZK       DKK       EUR       GBP       HKD       HUF       ILS       INR       JPY       KRW       MXN       NOK       NZD       PLN       RON       RUB       SAR       SEK       SGD       TRY       USD       ZAR
20240415       5.271     4.291     3.780    10.650     4.882     1.267     5.671     5.666     3.462     3.861     5.106     3.973     7.931     4.029     6.660   (0.256)     3.500    10.770     4.482     5.474     5.642     5.694    15.700     5.350     3.766     3.518    39.133     5.330     7.675
20240416       5.296     4.267     3.790    10.650     4.854     1.248     5.875     5.752     3.497     3.907     5.165     4.013     7.975     4.059     6.600   (0.098)     3.500    10.994     4.409     5.131     5.716     5.760    15.740     5.144     3.815     3.278    39.728     5.330     7.865
20240417       5.337     4.229     3.790    10.650     4.852     1.259     6.627     5.839     3.515     3.915     5.170     4.028     8.039     3.933    6.600*     0.002     3.500    10.928     4.411     5.304     5.846     5.747    15.720     5.361     3.783     3.228    48.482     5.330     7.921
20240418       5.272     4.270     3.800    10.650     4.878     1.275     6.318     5.789     3.522     3.926     5.175     3.830     8.051     4.081     6.600   (0.091)     3.500    10.729     4.424     5.077     5.968     5.756    15.720     5.382     3.812     3.279    51.038     5.330     7.737
20240419       5.287     4.289     3.780    10.650     4.893     1.304     5.965     5.614     3.528     3.932     5.190     3.454     8.043     3.834     6.630    (0.08)     3.500    10.832     4.413     5.397     5.773     5.680    15.730    5.382*     3.817     3.561    46.925     5.330     7.499
20240422       5.287     4.248     3.790    10.650     4.856     1.262     6.807     5.633     3.520     3.913     5.180     3.107     8.015     3.735     6.700   (0.263)     3.500    11.296     4.385     5.835     5.821     5.617    15.690     5.477     3.802     3.703    50.875     5.330     7.545
20240423       5.257     4.288     3.780    10.650     4.797     1.333     4.965     5.623     3.506     3.916     5.225     3.150     8.018    3.735*     6.740   (0.212)     3.500    11.113     4.397     5.326     5.847     5.543    15.730     5.366     3.823     3.729   50.875*     5.330     7.689
20240424       5.279     4.313     3.770    10.650     4.770     1.334     4.647     5.625     3.518     3.904     5.263     2.934     7.535     3.913     6.760   (0.228)     3.500    11.088     4.406     5.404     5.835     5.773    15.600     5.623     3.827     3.808    50.216     5.330     7.944
20240425       5.082    4.313*     3.770    10.650     4.845     1.301     3.815     5.615     3.490     3.901     5.252     2.919     7.537     4.027     6.800   (0.109)     3.500    10.989     4.405    5.404*     5.903     5.805    15.590     5.706     3.830     3.744    46.645     5.330     8.123
20240426       5.156     4.289     3.770    10.650     4.871     1.292     2.646     5.561     3.509     3.912     5.274     3.782     7.517     4.142     6.790   (0.065)     3.500    10.901     4.400     5.441     5.858     5.826    15.700    5.706*     3.821     3.829    35.808     5.330     8.137
20240429       5.143     4.319     3.770    10.650     4.818     1.269     1.540     5.579     3.489     3.891     5.295     4.237     7.419    4.142*     6.780   -0.065*     3.500    11.032     4.404     5.555     5.854     5.750   15.700*     5.723     3.807     3.636    42.169     5.330     8.295
20240430       5.114     4.328     3.790    10.650     4.726     0.831     1.497     5.175     3.577     3.246     5.369     5.512     6.750     4.220     6.750   (0.829)     3.500    11.023     4.348     5.582     6.193     5.172   15.700*     5.558     3.763     3.736    43.945     5.330     8.406
